utterance,response,speaker,responder,error,age,overreg,response_time,utterance_time,past_tense,plural,ul,error_type,rl
my favorite toys,xxx,CHI,MOT,FALSE,52,FALSE,-1.7539999999999054,3.9939999999999145,FALSE,TRUE,3,no error,1
it mends boilers,no thank you,CHI,MOT,FALSE,52,FALSE,-0.010999999999967258,1.8230000000000928,FALSE,TRUE,3,no error,3
that makes boilers,no thank you,CHI,MOT,FALSE,52,FALSE,-0.0929999999998472,1.6369999999999436,FALSE,TRUE,3,no error,3
so you can't have the tickets,no,CHI,MOT,FALSE,52,FALSE,-0.6269999999999527,1.5909999999998945,FALSE,TRUE,7,no error,1
tickets,well which one do you think belongs on a T_N_T one,CHI,MOT,FALSE,52,FALSE,-0.09400000000005093,1.0679999999997563,FALSE,TRUE,1,no error,13
you have forty minutes to go,to go where,CHI,MOT,FALSE,52,FALSE,0.32600000000002183,3.0770000000002256,FALSE,TRUE,6,no error,3
five minutes,thought it was forty minutes,CHI,MOT,FALSE,52,FALSE,0.318000000000211,2.1590000000001055,FALSE,TRUE,2,no error,5
four minutes Mum,well that's gone quickly,CHI,MOT,FALSE,52,FALSE,-0.07400000000006912,1.625,FALSE,TRUE,3,no error,5
three minutes,so the whole thing could go in the bath couldn't he really,CHI,MOT,FALSE,52,FALSE,-0.018999999999778083,1.2770000000000437,FALSE,TRUE,2,no error,13
two minutes,lost a wheel off there,CHI,MOT,FALSE,52,FALSE,-0.17399999999997817,1.4859999999998763,FALSE,TRUE,2,no error,5
forty minutes,ah that must belong there,CHI,MOT,FALSE,52,FALSE,0.7729999999996835,2.2400000000002365,FALSE,TRUE,2,no error,5
you have not done when it was two,well I've mended xxx,CHI,MOT,TRUE,52,FALSE,1.0070000000000618,3.355999999999767,TRUE,FALSE,8,other error,5
two minutes,I think I've got some more somewhere Thomas,CHI,MOT,FALSE,52,FALSE,-0.1619999999998072,2.0779999999999745,FALSE,TRUE,2,no error,9
two minutes,yes I have,CHI,MOT,FALSE,52,FALSE,-0.2739999999998872,1.706000000000131,FALSE,TRUE,2,no error,3
ten minutes,right,CHI,MOT,FALSE,52,FALSE,3.7390000000000327,2.4609999999997854,FALSE,TRUE,2,no error,1
every minute you took to me it goes,no,CHI,MOT,FALSE,52,FALSE,-0.09199999999964348,2.100999999999658,TRUE,FALSE,8,no error,1
nine minutes,don't you,CHI,MOT,FALSE,52,FALSE,3.1080000000001746,1.1489999999998872,FALSE,TRUE,2,no error,3
my papers my papers my papers my papers xxx,you like that clip holder don't you,CHI,MOT,FALSE,52,FALSE,0.6200000000003456,4.166999999999916,FALSE,TRUE,9,no error,8
this is lost property,right,CHI,MOT,FALSE,52,FALSE,0,2.588999999999942,TRUE,FALSE,4,no error,1
I just drunk some water den then,did you,CHI,MOT,TRUE,52,FALSE,0.16899999999999693,1.7650000000000006,TRUE,FALSE,7,other error,2
Percivil thought it must be Purdie's birthday,mhm,CHI,MOT,FALSE,52,FALSE,-0.011000000000080945,2.810000000000059,TRUE,FALSE,8,no error,1
dropped saus,well that's different isn't it,CHI,MOT,FALSE,52,FALSE,-0.047000000000025466,0.8830000000000382,TRUE,FALSE,2,no error,7
I forgot to play got,well start at the white cat,CHI,MOT,FALSE,52,FALSE,0.18599999999992178,1.55600000000004,TRUE,FALSE,5,no error,6
I rolled it,watch where you're going xxx,CHI,MOT,FALSE,52,FALSE,0.742999999999995,1.1380000000000052,TRUE,FALSE,3,no error,6
and then you were so shocked,and clean clothes,CHI,MOT,FALSE,52,FALSE,-1.9850000000000136,2.473000000000013,TRUE,FALSE,6,no error,3
have you got one,no,CHI,MOT,FALSE,52,FALSE,-0.047000000000025466,1.3009999999999309,TRUE,FALSE,4,no error,1
we've got a green suitcases,yes,CHI,MOT,TRUE,52,FALSE,-0.7079999999998563,2.4149999999999636,FALSE,TRUE,6,other error,1
the point xxx didn't put any down,he's standing on the point,CHI,MOT,FALSE,52,FALSE,0.18600000000014916,2.088999999999942,TRUE,FALSE,8,no error,6
xxx wheels are skipping slipping,they,CHI,MOT,TRUE,52,FALSE,-0.08200000000010732,2.3460000000000036,FALSE,TRUE,5,other error,1
capol capital wheels,caterpillar wheels,CHI,MOT,FALSE,52,FALSE,-0.30199999999990723,2.6820000000000164,FALSE,TRUE,3,no error,2
not got any of them,I don't think you have actually Thomas,CHI,MOT,FALSE,52,FALSE,0.34900000000016007,1.8689999999999145,TRUE,FALSE,5,no error,8
cables,pardon,CHI,MOT,FALSE,52,FALSE,0.6040000000000418,1.0449999999998454,FALSE,TRUE,1,no error,1
keebu cables,oh cables,CHI,MOT,FALSE,52,FALSE,-0.3830000000000382,1.7999999999999545,FALSE,TRUE,2,no error,2
into squares,they boil it up in those big pans,CHI,MOT,FALSE,52,FALSE,0.13700000000017099,1.6369999999997162,FALSE,TRUE,2,no error,8
who ate it,lots and,CHI,MOT,FALSE,52,FALSE,-0.046000000000276486,0.98700000000008,TRUE,FALSE,3,no error,2
I am tired,you just don't like it being done Thomas,CHI,MOT,FALSE,52,FALSE,-0.5710000000003674,1.5100000000002183,TRUE,FALSE,3,no error,9
I will if there's another people squirting me,no,CHI,MOT,TRUE,52,FALSE,0.09200000000009823,2.356000000000222,FALSE,TRUE,9,other error,1
flannels the smile off,xxx oh,CHI,MOT,FALSE,52,FALSE,-0.0929999999998472,1.6019999999998618,FALSE,TRUE,4,no error,2
xxx socks,listen,CHI,MOT,FALSE,52,FALSE,-1.0450000000000728,1.231000000000222,FALSE,TRUE,2,no error,1
grasses is one pound,pardon,CHI,MOT,FALSE,52,FALSE,-0.057999999999992724,1.8809999999998581,FALSE,TRUE,4,no error,1
somebody dropped their teeth,no,CHI,MOT,FALSE,52,FALSE,1.6770000000001346,1.8229999999998654,TRUE,FALSE,4,no error,1
does it say ingredients nothing,what the scent it,CHI,MOT,FALSE,52,FALSE,-1.5209999999997308,2.380000000000109,FALSE,TRUE,5,no error,4
he did say that's okay if you have it but then then your money came out,oh wonderful and this is even better I asked the machine for ten pounds and it's given me how much,CHI,MOT,FALSE,52,FALSE,0.057999999999992724,6.119,TRUE,FALSE,17,no error,21
I just thought we're going over,pardon,CHI,MOT,FALSE,52,FALSE,0.77800000000002,2.3559999999999945,TRUE,FALSE,7,no error,1
and just pretend just pretend it said this is a bank,dear me I'll try this one,CHI,MOT,FALSE,52,FALSE,-4.040000000000191,4.435000000000173,TRUE,FALSE,11,no error,7
you said sweets,no,CHI,MOT,FALSE,52,FALSE,-0.20499999999992724,1.0549999999998363,FALSE,TRUE,3,no error,1
but I didn't say it,no do you know,CHI,MOT,FALSE,53,FALSE,0.35999999999989996,1.4629999999999654,TRUE,FALSE,6,no error,4
it's the first things we eat,the first things you eat,CHI,MOT,FALSE,53,FALSE,1.237999999999829,2.0900000000001455,FALSE,TRUE,7,no error,5
you made me flush the chain,alright shout me in a minute won't you,CHI,MOT,FALSE,53,FALSE,-0.057999999999992724,1.8110000000001492,TRUE,FALSE,6,no error,9
Grant given gave it to me,oh that's right yes you're right,CHI,MOT,TRUE,53,FALSE,-0.023000000000138243,1.6950000000001637,TRUE,FALSE,6,other error,8
look how many dinosaurs I have got,xxx,CHI,MOT,TRUE,53,FALSE,-0.04599999999982174,2.449999999999818,TRUE,FALSE,7,other error,1
that's how I play jokes,and then you've had sweet corn and rice,CHI,MOT,FALSE,53,FALSE,0.8360000000002401,2.112999999999829,FALSE,TRUE,6,no error,9
but you tore off that,it smells like breakfast doesn't it,CHI,MOT,FALSE,53,FALSE,0,2.3800000000000523,TRUE,FALSE,5,no error,7
can I buy one of the big planes,yes just a second,CHI,MOT,FALSE,53,FALSE,-0.16300000000001091,2.19500000000005,FALSE,TRUE,8,no error,4
I want xxx things,well I don't think I've really got pennies for that Thomas,CHI,MOT,FALSE,53,FALSE,-0.34799999999995634,1.7409999999999854,FALSE,TRUE,4,no error,13
her got thirty rubbish,mm are you a dustbin man now,CHI,MOT,TRUE,53,FALSE,-0.10900000000015098,2.3920000000000528,TRUE,FALSE,4,other error,7
oh yeah I really wanted,Holly_Watkins,CHI,MOT,FALSE,53,FALSE,-0.6269999999999527,1.3699999999998909,TRUE,FALSE,5,no error,2
xxx I did coming out,no,CHI,MOT,FALSE,53,FALSE,0,1.694999999999709,TRUE,FALSE,5,no error,1
I want to go in the wheel just watchin the trains,right,CHI,MOT,FALSE,53,FALSE,-0.0340000000001055,3.7840000000001055,FALSE,TRUE,11,no error,1
bumped off and now it's broke broken,is the driver of a plane or a train,CHI,MOT,TRUE,53,FALSE,1.4049999999997453,3.994000000000142,TRUE,FALSE,8,other error,9
they just all they's nice ordered that's my teddy that's my ted,that's right,CHI,MOT,FALSE,53,FALSE,-0.9289999999996326,5.596000000000004,TRUE,FALSE,15,no error,3
glasses,glasses there's a box full of spectacles people must have left a_lot of spectacles on the bus or at least they've been found,CHI,MOT,FALSE,53,FALSE,-0.6089999999999236,1.300000000000182,FALSE,TRUE,1,no error,26
telescoping ladders bring note it down,I'm I'm yes I am doing yes,CHI,MOT,FALSE,53,FALSE,0,3.3659999999999854,FALSE,TRUE,6,no error,9
old xxx equipment all clean and bright big scary ladders breathing apparatus,breathing apparatus is that,CHI,MOT,FALSE,53,FALSE,-0.010999999999967258,6.361999999999625,FALSE,TRUE,12,no error,4
so wet,it's no surprise,CHI,MOT,FALSE,53,FALSE,-0.5570000000000022,1.3689999999999998,TRUE,FALSE,2,no error,4
it had this whoo,goodness me that's loud,CHI,MOT,TRUE,53,FALSE,-0.007000000000061846,2.3450000000000273,TRUE,FALSE,4,other error,5
rocks rocks,rocks,CHI,MOT,FALSE,53,FALSE,-0.11400000000003274,1.8350000000000364,FALSE,TRUE,2,no error,1
got you xxx in that playing thing,yes,CHI,MOT,FALSE,53,FALSE,-0.06900000000041473,2.531000000000404,TRUE,FALSE,7,no error,1
um when we went like dis this,does it hurt,CHI,MOT,FALSE,53,FALSE,-1.77599999999984,2.6349999999997635,TRUE,FALSE,7,no error,3
it's the building of your dreams,pardon,CHI,MOT,FALSE,53,FALSE,0.046999999999997044,2.8089999999999975,FALSE,TRUE,7,no error,1
I wanted to touch those other things,but listen sweetheart we're rushing we've got plenty of time at the moment,CHI,MOT,FALSE,53,FALSE,-1.3230000000000075,2.6580000000000155,FALSE,TRUE,7,no error,15
it had horns,like a,CHI,MOT,FALSE,53,FALSE,-1.252999999999929,2.228999999999928,FALSE,TRUE,3,no error,2
birds,really,CHI,MOT,FALSE,53,FALSE,0.37200000000007094,1.0559999999999263,FALSE,TRUE,1,no error,1
but you don't know all about crows,well I don't Thomas you're right what do you know about crows that I might not know,CHI,MOT,FALSE,53,FALSE,-0.3709999999999809,3.1119999999999663,FALSE,TRUE,8,no error,19
and wash all things,sorry,CHI,MOT,FALSE,53,FALSE,0.0929999999998472,2.125,FALSE,TRUE,4,no error,1
here's the book you were looking,well before that just tell me what you had for lunch at school today please,CHI,MOT,FALSE,53,FALSE,0.057999999999992724,1.8800000000001091,TRUE,FALSE,7,no error,15
xxx going off in a few minutes,well come on,CHI,MOT,FALSE,53,FALSE,-2.5540000000000873,2.8099999999999454,FALSE,TRUE,7,no error,3
I had snack,did you not have a snack,CHI,MOT,FALSE,53,FALSE,0.6619999999998072,1.9510000000000218,TRUE,FALSE,3,no error,6
she went like this,yeah,CHI,MOT,FALSE,53,FALSE,-1.7650000000003274,1.800000000000182,TRUE,FALSE,4,no error,1
she went shoo and she jumped,yeah,CHI,MOT,FALSE,53,FALSE,0.10500000000001819,3.7609999999999673,TRUE,FALSE,6,no error,1
I broke it,mind your,CHI,MOT,FALSE,53,FALSE,0.012000000000000455,1.1129999999999995,TRUE,FALSE,3,no error,2
shoe shoes,don't be rough Thomas,CHI,MOT,FALSE,53,FALSE,-0.556999999999988,0.9050000000000011,FALSE,TRUE,2,no error,5
I just I forgot where it is,very careful,CHI,MOT,FALSE,53,FALSE,-1.7180000000000177,2.136000000000024,TRUE,FALSE,7,no error,2
look what I did,someone'll mend it,CHI,MOT,FALSE,53,FALSE,-1.183999999999969,1.1949999999999363,TRUE,FALSE,4,no error,4
they called the taxi,well I suppose if it's carrying things it is a little bit like a taxi isn't it,CHI,MOT,FALSE,54,FALSE,4.013000000000005,3.6450000000000102,TRUE,FALSE,4,no error,19
here comes the squeaks,yes,CHI,MOT,FALSE,54,FALSE,-0.3709999999999809,2.19399999999996,FALSE,TRUE,4,no error,1
have some crisps,what do you say,CHI,MOT,TRUE,54,FALSE,-0.03500000000002501,1.3700000000000045,FALSE,TRUE,3,other error,4
please can I have some crisps,yes,CHI,MOT,FALSE,54,FALSE,-0.07000000000005002,3.1580000000000155,FALSE,TRUE,6,no error,1
you haven't played with me so I've got all the things away,Thomas the toys are all over the floor,CHI,MOT,FALSE,54,FALSE,1.1309999999999718,3.622000000000014,TRUE,TRUE,14,no error,8
I said xxx,have you got a tickle,CHI,MOT,FALSE,54,FALSE,-0.16200000000003456,1.6480000000000246,TRUE,FALSE,3,no error,5
even her xxx nips,I'm just ignoring you when you're rude,CHI,MOT,FALSE,54,FALSE,-0.057999999999992724,1.7069999999999936,FALSE,TRUE,4,no error,9
xxx see we looked up he was hit me eye,hm,CHI,MOT,TRUE,54,FALSE,0,3.344000000000051,TRUE,FALSE,10,other error,1
I had um a cheese and san um,cheese and ham sandwich you had didn't you,CHI,MOT,FALSE,54,FALSE,-0.04600000000004911,3.772999999999911,TRUE,FALSE,8,no error,9
I'm giving these ones a haircut,are you,CHI,MOT,FALSE,54,FALSE,-0.11599999999998545,2.6700000000000728,FALSE,TRUE,7,no error,2
now I need to wash my hands again xxx that,xxx,CHI,MOT,FALSE,54,FALSE,-0.7199999999997999,1.9510000000000218,FALSE,TRUE,10,no error,1
they're coming over the wires,are both the orange and ones the green ones on,CHI,MOT,FALSE,54,FALSE,-0.6620000000002619,1.7420000000001892,FALSE,TRUE,6,no error,10
I don't want the um wheels squeak if I put some oil in,well if you put oil in things it lubricates them,CHI,MOT,TRUE,54,FALSE,0.41200000000026193,5.3289999999997235,FALSE,TRUE,14,other error,10
it just needs one wheel lost,no,CHI,MOT,TRUE,54,FALSE,-0.03499999999985448,2.263999999999669,TRUE,FALSE,6,other error,1
sweets,there's sweets,CHI,MOT,FALSE,54,FALSE,-0.31399999999985084,1.2660000000000764,FALSE,TRUE,1,no error,3
who gots got money,and is this yours Thomas,CHI,MOT,TRUE,54,FALSE,1.4469999999996617,1.718000000000302,TRUE,FALSE,4,other error,5
just sneezed,it's just I like a cloth over it to cover it up because with the tools being under the stairs,CHI,MOT,FALSE,54,FALSE,-0.5530000000003383,0.8940000000002328,TRUE,FALSE,2,no error,21
you do rack of pans,rockers hands,CHI,MOT,FALSE,54,FALSE,0.010999999999967258,1.9389999999999645,FALSE,TRUE,5,no error,2
does it not matter if it got suds in your ear,no,CHI,MOT,TRUE,54,FALSE,0.6269999999999527,2.2760000000000673,TRUE,FALSE,11,other error,1
xxx to playing ninjas xxx,let's get your vest tucked in,CHI,MOT,FALSE,54,FALSE,-0.24400000000014188,2.775000000000091,FALSE,TRUE,5,no error,7
it did,no,CHI,MOT,FALSE,54,FALSE,-0.6729999999997744,0.6729999999997744,TRUE,FALSE,2,no error,1
a bottom of lies,no,CHI,MOT,FALSE,54,FALSE,0.09200000000009823,3.796999999999912,FALSE,TRUE,4,no error,1
I've been the zoo with xxx,oh dear,CHI,MOT,FALSE,54,FALSE,0.07899999999995089,3.145999999999958,TRUE,FALSE,7,no error,2
I've been the zoo with a little camoo,not only you but Purdie is a lucky cat,CHI,MOT,FALSE,54,FALSE,4.847999999999956,3.425000000000182,TRUE,FALSE,9,no error,9
I've got the box,xxx,CHI,MOT,FALSE,54,FALSE,-1.0549999999998363,1.05600000000004,TRUE,FALSE,5,no error,1
did he,this kit looks like good fun,CHI,MOT,FALSE,54,FALSE,-0.047000000000025466,1.2429999999999382,TRUE,FALSE,2,no error,6
um have you ate your jelly,eaten it,CHI,MOT,TRUE,54,FALSE,-0.012999999999919964,2.9719999999997526,TRUE,FALSE,6,other error,2
places,we have_to move the number of squares as indicated by his hand,CHI,MOT,FALSE,54,FALSE,-0.9629999999997381,0.9639999999999418,FALSE,TRUE,1,no error,13
was Thomas,was that Thomas_The_Tank_Engine,CHI,MOT,FALSE,54,FALSE,-0.03500000000030923,1.4630000000001928,TRUE,FALSE,2,no error,6
I can remember xxx your trousers,I thought you could because you se you really liked that didn't you when you heard it,CHI,MOT,FALSE,54,FALSE,0.12899999999996226,2.5190000000000055,FALSE,TRUE,6,no error,18
I was I was gonna going to say,or would you like a sandwich,CHI,MOT,FALSE,54,FALSE,-1.5670000000000073,2.0200000000000387,TRUE,FALSE,8,no error,6
oh xxx fallen again,yes,CHI,MOT,FALSE,54,FALSE,-0.012999999999919964,2.40300000000002,TRUE,FALSE,4,no error,1
yeah and black crispies,mhm,CHI,MOT,FALSE,54,FALSE,-0.4290000000000873,2.2170000000000982,FALSE,TRUE,4,no error,1
okay give me four parts of beer,xxx,CHI,MOT,FALSE,54,FALSE,0.41800000000012005,3.076999999999771,FALSE,TRUE,7,no error,1
who was it,I don't know,CHI,MOT,FALSE,54,FALSE,-0.8589999999999236,0.8589999999999236,TRUE,FALSE,3,no error,4
oh yeah but then you can put different signs on,and then it says find the letters that spell out the illustrated word,CHI,MOT,FALSE,55,FALSE,-0.63900000000001,2.531000000000006,FALSE,TRUE,10,no error,13
found it,what is it you've found,CHI,MOT,FALSE,55,FALSE,0.03599999999994452,1.0080000000000382,TRUE,FALSE,2,no error,6
yes I am fed up,you've been doing,CHI,MOT,FALSE,55,FALSE,0.010999999999967258,1.995999999999981,TRUE,FALSE,5,no error,4
I got them in the pile I think,right well you've put the pinks in a pile,CHI,MOT,FALSE,55,FALSE,-0.125,1.7759999999999536,TRUE,FALSE,8,no error,10
how how did the duck fell down,the duck,CHI,MOT,TRUE,55,FALSE,0.19700000000011642,2.33400000000006,TRUE,FALSE,7,other error,2
I was trying to,probably yes,CHI,MOT,FALSE,55,FALSE,-0.012000000000170985,1.2660000000000764,TRUE,FALSE,4,no error,2
it's mended,it's mended,CHI,MOT,FALSE,55,FALSE,0.08199999999987995,1.4969999999998436,TRUE,FALSE,3,no error,3
and it said you are the weakest,hm,CHI,MOT,FALSE,55,FALSE,0.9810000000002219,1.9969999999998436,TRUE,FALSE,7,no error,1
I nearly touched that,did you,CHI,MOT,FALSE,55,FALSE,0.20600000000013097,1.4400000000000546,TRUE,FALSE,4,no error,2
have you seen the forklift,the forklift truck,CHI,MOT,FALSE,55,FALSE,0.20899999999983265,2.04300000000012,TRUE,FALSE,5,no error,3
went to his bed xxx face,right shall we carry on doing what we're doing,CHI,MOT,FALSE,55,FALSE,1.875999999999749,3.0650000000000546,TRUE,FALSE,6,no error,10
I was,what,CHI,MOT,FALSE,55,FALSE,-0.9980000000000473,0.9980000000000473,TRUE,FALSE,2,no error,1
they had,with beds with covers,CHI,MOT,FALSE,55,FALSE,-0.5570000000002437,0.5579999999999927,TRUE,FALSE,2,no error,4
food cans these,food cans,CHI,MOT,FALSE,55,FALSE,0.7549999999996544,1.8690000000001419,FALSE,TRUE,3,no error,2
I've filled you up,xxx,CHI,MOT,FALSE,55,FALSE,-0.04600000000000648,0.9629999999999939,TRUE,FALSE,5,no error,1
numbers,no,CHI,MOT,FALSE,55,FALSE,-0.23200000000008458,0.9640000000000555,FALSE,TRUE,1,no error,1
chocolates,chocolate buttons,CHI,MOT,FALSE,55,FALSE,-0.20899999999994634,0.9279999999999973,FALSE,TRUE,1,no error,2
and bunnies,and a bunny rabbit,CHI,MOT,FALSE,55,FALSE,0.5199999999999818,1.48599999999999,FALSE,TRUE,2,no error,4
biscuits,chip finger biscuits again,CHI,MOT,FALSE,55,FALSE,-0.3129999999999882,0.9629999999999654,FALSE,TRUE,1,no error,4
toys,yes,CHI,MOT,FALSE,55,FALSE,0.4420000000000073,0.5919999999999845,FALSE,TRUE,1,no error,1
I'm just going to play in the fields,are you playing the fields,CHI,MOT,FALSE,55,FALSE,0,1.6490000000001146,FALSE,TRUE,9,no error,5
but would someone have a big candles,yes,CHI,MOT,TRUE,55,FALSE,-0.5570000000000164,3.007000000000062,FALSE,TRUE,7,other error,1
cats,pussy cats,CHI,MOT,FALSE,55,FALSE,-0.02299999999991087,0.6849999999999454,FALSE,TRUE,1,no error,2
a little little hut where the captain's signed,xxx do you know what it is,CHI,MOT,FALSE,55,FALSE,-0.36800000000016553,3.4830000000001746,TRUE,FALSE,9,no error,7
and she's not very pleased,oh gosh I didn't see that,CHI,MOT,FALSE,55,FALSE,-0.6150000000000091,2.008000000000038,TRUE,FALSE,6,no error,7
I've seen the old woman,have you,CHI,MOT,FALSE,55,FALSE,0.12800000000015643,1.4050000000002,TRUE,FALSE,6,no error,2
apples,apples,CHI,MOT,FALSE,55,FALSE,0.08199999999987995,0.5920000000000982,FALSE,TRUE,1,no error,1
boys,for the m,CHI,MOT,FALSE,55,FALSE,-0.057999999999992724,0.8359999999997854,FALSE,TRUE,1,no error,3
tired tired tired,I know you're tired darling I know,CHI,MOT,FALSE,55,FALSE,1.1140000000000327,0.581000000000131,TRUE,FALSE,3,no error,8
that was,quite often when you're playing in here with cars,CHI,MOT,FALSE,55,FALSE,0.9729999999999563,0.7070000000001073,TRUE,FALSE,2,no error,10
but we emptied,oh,CHI,MOT,FALSE,55,FALSE,-1.3820000000000618,1.4049999999999727,TRUE,FALSE,3,no error,1
or curly ladders,no,CHI,MOT,FALSE,55,FALSE,-0.36000000000012733,1.4279999999998836,FALSE,TRUE,3,no error,1
that had fell off,yes,CHI,MOT,TRUE,55,FALSE,-0.023000000000138243,1.2420000000001892,TRUE,FALSE,4,other error,1
the man's fell off his cab now,at Christmas it was all lit up in his cab and I think he used to have a big advertising poster on his crane as well,CHI,MOT,TRUE,55,FALSE,4.751000000000204,2.1589999999996508,TRUE,FALSE,8,other error,26
one of the raspberries,one of the raspberries,CHI,MOT,FALSE,56,FALSE,0.04599999999999227,1.9390000000000214,FALSE,TRUE,4,no error,4
it was when she was here,well it must have been a while ago,CHI,MOT,FALSE,56,FALSE,0.10200000000003229,3.8770000000000095,TRUE,FALSE,6,no error,8
forty pounds,forty pounds,CHI,MOT,FALSE,56,FALSE,-0.1269999999999527,1.8799999999998818,FALSE,TRUE,2,no error,2
if I parked here,oh so am I on tow now,CHI,MOT,FALSE,56,FALSE,3.8579999999999472,2.171000000000049,TRUE,FALSE,4,no error,7
and these are the engine things,right,CHI,MOT,FALSE,56,FALSE,-0.20900000000006003,1.6020000000000891,FALSE,TRUE,6,no error,1
how did you get that,but could somebody not mend it,CHI,MOT,FALSE,56,FALSE,-0.035000000000081855,1.6140000000000327,TRUE,FALSE,5,no error,6
how digs then,I only want a bar of soap,CHI,MOT,FALSE,56,FALSE,0.03500000000030923,1.5199999999999818,FALSE,TRUE,3,no error,7
thought he went pink when he was hot,oh,CHI,MOT,FALSE,56,FALSE,0.1390000000001237,2.4849999999996726,TRUE,FALSE,8,no error,1
can I open my eyes now,just let me xxx then you can,CHI,MOT,FALSE,56,FALSE,-0.11599999999998545,1.1269999999999527,FALSE,TRUE,6,no error,7
I've only got that,right,CHI,MOT,FALSE,56,FALSE,0.6690000000000111,1.5790000000000077,TRUE,FALSE,5,no error,1
and then I turned it up,then when you came for your lunch,CHI,MOT,FALSE,56,FALSE,-0.004999999999654392,1.7179999999998472,TRUE,FALSE,6,no error,7
she got it in mud,so so she got a grass stain,CHI,MOT,FALSE,56,FALSE,-1.0909999999998945,1.1489999999998872,TRUE,FALSE,5,no error,7
moved,what are you saying,CHI,MOT,FALSE,56,FALSE,0.4330000000000007,0.7199999999999998,TRUE,FALSE,1,no error,4
is this what cabs around,yes uhhuh,CHI,MOT,TRUE,56,FALSE,-0.012000000000000455,1.7410000000000139,FALSE,TRUE,5,other error,2
apples,mhm,CHI,MOT,FALSE,56,FALSE,0.023000000000138243,1.1489999999998872,FALSE,TRUE,1,no error,1
pooed his bum,Postman_Pat,CHI,MOT,FALSE,56,FALSE,-0.8230000000000928,0.8240000000000691,TRUE,FALSE,3,no error,2
I think you've got very short legs,have I got very short legs,CHI,MOT,FALSE,56,FALSE,-0.05099999999993088,2.3919999999998254,TRUE,TRUE,8,no error,6
I've got,nice family picture,CHI,MOT,FALSE,56,FALSE,0.10799999999994725,0.7550000000001091,TRUE,FALSE,3,no error,3
careful there's a Tesco that where the fire engine was,well I was just thinking,CHI,MOT,FALSE,56,FALSE,-0.30600000000004,4.110000000000127,TRUE,FALSE,11,no error,5
done it done,well done,CHI,MOT,FALSE,56,FALSE,-0.5940000000000509,1.2890000000002146,TRUE,FALSE,3,no error,2
has anybody seen the,I think that goes there actually,CHI,MOT,FALSE,56,FALSE,-1.1840000000001965,1.1849999999999454,TRUE,FALSE,4,no error,6
you said,crusty bread,CHI,MOT,FALSE,56,FALSE,0.03499999999985448,0.5340000000001055,TRUE,FALSE,2,no error,2
he did,would you like another drink of apple juice Thomas,CHI,MOT,FALSE,56,FALSE,-1.194999999999709,1.1959999999999127,TRUE,FALSE,2,no error,9
hm lights gone,thank you,CHI,MOT,FALSE,56,FALSE,0.022999999999967713,2.809000000000026,TRUE,FALSE,3,no error,2
Mum you helped,Daddy asked you a question Thomas,CHI,MOT,FALSE,56,FALSE,-0.20900000000000318,1.5329999999999586,TRUE,FALSE,3,no error,6
mushrooms,an apple's just fallen off the tree,CHI,MOT,FALSE,56,FALSE,-0.10599999999999454,1.5670000000000073,FALSE,TRUE,1,no error,8
chocolates,the sweetie box,CHI,MOT,FALSE,56,FALSE,-0.2439999999999145,1.3009999999999309,FALSE,TRUE,1,no error,3
people xxx,no,CHI,MOT,FALSE,56,FALSE,-0.36000000000012733,3.1469999999999345,FALSE,TRUE,2,no error,1
I've forgotten all the words too,well let's,CHI,MOT,FALSE,56,FALSE,-0.63799999999992,2.0899999999996908,TRUE,FALSE,7,no error,3
um I've forgot all the words,right,CHI,MOT,TRUE,56,FALSE,0.08100000000013097,2.519999999999982,TRUE,FALSE,7,other error,1
all the rooms are taken,so go away,CHI,MOT,FALSE,56,FALSE,0,2.1709999999998217,TRUE,TRUE,5,no error,3
I've got a tail that looks like a fox,let's just get you dry,CHI,MOT,FALSE,56,FALSE,-2.796999999999997,2.798000000000002,TRUE,FALSE,10,no error,6
tidied up,excuse me,CHI,MOT,FALSE,56,FALSE,-0.19799999999997908,0.6739999999999782,TRUE,FALSE,2,no error,2
I'm not tired,he was actually poorly,CHI,MOT,FALSE,56,FALSE,-0.7550000000001091,2.380000000000109,TRUE,FALSE,4,no error,4
got Woody on that one,whoops,CHI,MOT,FALSE,56,FALSE,0.6970000000001164,2.05399999999986,TRUE,FALSE,5,no error,1
it shoots people and made them die,oh dear,CHI,MOT,TRUE,56,FALSE,-0.011999999999943611,2.4849999999999,TRUE,FALSE,7,other error,2
xxx met him I told you at morning,I told you,CHI,MOT,FALSE,56,FALSE,-1.9550000000001546,3.644999999999982,TRUE,FALSE,8,no error,3
no I burped me,silly boy,CHI,MOT,FALSE,56,FALSE,-0.09300000000007458,2.171000000000049,TRUE,FALSE,4,no error,2
more buffers,some more xxx,CHI,MOT,FALSE,57,FALSE,-1.6839999999999975,1.6839999999999975,FALSE,TRUE,2,no error,3
if they're not careful the express will go into the buffers,that's right,CHI,MOT,FALSE,57,FALSE,-1.0049999999999955,4.225999999999999,FALSE,TRUE,12,no error,3
just stretched,will it not go,CHI,MOT,FALSE,57,FALSE,0.010999999999967258,1.752999999999929,TRUE,FALSE,2,no error,4
um I'm a truck I carry trucks,right,CHI,MOT,FALSE,57,FALSE,-0.4070000000000391,4.354000000000042,FALSE,TRUE,8,no error,1
over the hills and far away,is that Teletubbies come to play,CHI,MOT,FALSE,57,FALSE,1.4600000000000364,3.308999999999969,FALSE,TRUE,6,no error,6
